lclc198665_g3_i2m.1050,A0A1A8QUS8,,,,,,,,,,,,,,,,
lclc199538_g1_i1m.1077,A0A2B4RUJ2,,,,,,,,,,,,,,,,
lclc199545_g1_i1m.1080,A0A2B4SW96,,,,,,,,,,,,,,,,
lclc199810_g1_i2m.1089,A0A2B4SFV0,,,,,,,,,,,,,,,,
lclc200384_g2_i1m.1132,A0A2B4RI31,,,,,,,,,,,,,,,,
lclc200829_g1_i1m.1157,A0A2B4RRN4,,,,,,,,,,,,,,,,
lclc201141_g1_i1m.1178,A0A2B4SX69,,,,,,,,,,,,,,,,
lclc201155_g1_i1m.1182,A0A2B4RPI8,,,,,,,,,,,,,,,,
lclc201157_g2_i3m.1183,A0A2B4RB74,,,,,,,,,,,,,,,,
lclc201157_g2_i3m.1183,A0A2B4RB74,,,,,,,,,,,,,,,,
lclc201413_g4_i1m.1201,A0A2B4SVJ1,,,,,,,,,,,,,,,,
lclc201441_g1_i1m.1204,A0A2B4RPI0,,,,,,,,,,,,,,,,
lclc201696_g3_i1m.1219,A7SQP1,,,,,,,,,,,,,,,,
lclc201793_g1_i1m.1223,A0A2B4RLY0,,,,,,,,,,,,,,,,
lclc202129_g1_i1m.1242,A0A2B4SQ72,,,,,,,,,,,,,,,,
lclc202472_g1_i1m.1259,A0A1X7VLR9,,,,,,,,,,,,,,,,
lclc202641_g1_i1m.1266,A0A2B4S4D9,,,,,,,,,,,,,,,,
lclc202894_g5_i1m.1285,A0A2I4BHN2,,,,,,,,,,,,,,,,
lclc203193_g1_i1m.1308,A0A2B4SPP9,,,,,,,,,,,,,,,,
lclc203483_g1_i2m.1328,A0A2B4RZB1,,,,,,,,,,,,,,,,
lclc203721_g2_i1m.1334,A0A2B4T1A0,,,,,,,,,,,,,,,,
lclc203998_g1_i1m.1362,A0A2B4S7W4,,,,,,,,,,,,,,,,
lclc204019_g1_i1m.1366,A0A2B4S655,,,,,,,,,,,,,,,,
lclc204019_g3_i1m.1367,A0A171BBC3,,,,,,,,,,,,,,,,
lclc204277_g1_i1m.1377,A0A2B4RSY2,,,,,,,,,,,,,,,,
lclc204436_g1_i1m.1392,A0A2B4SPI6,,,,,,,,,,,,,,,,
lclc204885_g2_i1m.1407,B6SCR5,,,,,,,,,,,,,,,,
lclc204923_g1_i1m.1411,A0A2B4RV60,,,,,,,,,,,,,,,,
lclc204986_g3_i2m.1414,A0A2B4SX12,,,,,,,,,,,,,,,,
lclc205012_g1_i1m.1420,A0A2B4SR64,,,,,,,,,,,,,,,,
lclc205358_g1_i2m.1452,A0A2B4RY29,,,,,,,,,,,,,,,,
lclc205368_g1_i5m.1453,A0A2B4RBB6,,,,,,,,,,,,,,,,
lclc205554_g2_i2m.1468,A7RQD8,,,,,,,,,,,,,,,,
lclc205697_g1_i1m.1481,A0A2B4SAV6,,,,,,,,,,,,,,,,
lclc205713_g1_i1m.1484,B3VMK3,,,,,,,,,,,,,,,,
lclc205916_g1_i1m.1495,A0A2B4RP43,,,,,,,,,,,,,,,,
lclc206182_g1_i1m.1515,A0A2B4STA2,,,,,,,,,,,,,,,,
lclc206227_g2_i1m.1521,A7SRF2,,,,,,,,,,,,,,,,
lclc206351_g3_i3m.1527,A0A2B4S6V5,,,,,,,,,,,,,,,,
lclc206417_g1_i2m.1538,A0A2B4RQQ6,,,,,,,,,,,,,,,,
lclc206427_g2_i4m.1541,A7RSF0,,,,,,,,,,,,,,,,
lclc206430_g1_i2m.1544,A0A2B4R8I6,,,,,,,,,,,,,,,,
lclc206531_g1_i1m.1558,A0A2B4SSD0,,,,,,,,,,,,,,,,
lclc206531_g1_i1m.1558,A0A2B4SSD0,,,,,,,,,,,,,,,,
lclc206556_g1_i2m.1565,A0A2B4RWA1,,,,,,,,,,,,,,,,
lclc206859_g1_i1m.1600,A0A2B4S9Y3,,,,,,,,,,,,,,,,
lclc206973_g1_i1m.1608,A0A2B4R0S6,,,,,,,,,,,,,,,,
lclc207026_g1_i1m.1611,A0A2B4RZ55,,,,,,,,,,,,,,,,
lclc207132_g2_i2m.1619,A0A2B4SCV1,,,,,,,,,,,,,,,,
lclc207254_g1_i2m.1628,A0A2B4RN77,,,,,,,,,,,,,,,,
lclc207332_g2_i2m.1633,A8C9L9,,,,,,,,,,,,,,,,
lclc207535_g1_i1m.1655,A0A2B4SH37,,,,,,,,,,,,,,,,
lclc207636_g1_i1m.1667,A0A2B4S8Z1,,,,,,,,,,,,,,,,
lclc207709_g1_i1m.1673,B2BRS8,,,,,,,,,,,,,,,,
lclc207931_g1_i1m.1711,A0A2B4RQ81,,,,,,,,,,,,,,,,
lclc207960_g1_i1m.1712,A0A2B4SXV6,,,,,,,,,,,,,,,,
lclc207967_g2_i1m.1713,A0A2B4SQN8,,,,,,,,,,,,,,,,
lclc208130_g1_i1m.1735,V9I5J5,,,,,,,,,,,,,,,,
lclc208140_g2_i1m.1739,A7RXH8,,,,,,,,,,,,,,,,
lclc208317_g1_i1m.1768,A0A2B4T0D7,,,,,,,,,,,,,,,,
lclc208387_g1_i1m.1778,A0A2B4S886,,,,,,,,,,,,,,,,
lclc208410_g1_i2m.1782,A0A2B4SA49,,,,,,,,,,,,,,,,
lclc208411_g1_i1m.1783,A7SNM1,,,,,,,,,,,,,,,,
lclc208684_g1_i2m.1827,A0A2B4SXI4,,,,,,,,,,,,,,,,
lclc208723_g2_i1m.1834,A0A2B4S575,,,,,,,,,,,,,,,,
lclc208869_g1_i6m.1845,L7M0W9,,,,,,,,,,,,,,,,
lclc208878_g1_i2m.1846,A0A2B4RRN6,,,,,,,,,,,,,,,,
lclc208907_g1_i1m.1852,A0A2B4SE43,,,,,,,,,,,,,,,,
lclc208930_g1_i1m.1861,A0A2B4S237,,,,,,,,,,,,,,,,
lclc208940_g4_i1m.1863,A0A2B4SNZ5,,,,,,,,,,,,,,,,
lclc208940_g4_i1m.1863,A0A2B4SNZ5,,,,,,,,,,,,,,,,
lclc209114_g1_i1m.1902,A0A2B4SXP0,,,,,,,,,,,,,,,,
lclc209131_g1_i2m.1905,A0A2B4STR1,,,,,,,,,,,,,,,,
lclc209191_g2_i1m.1916,A0A2B4T1A4,,,,,,,,,,,,,,,,
lclc209256_g1_i1m.1929,A0A0A8ICB3,,,,,,,,,,,,,,,,
lclc209298_g1_i1m.1944,A7RR70,,,,,,,,,,,,,,,,
lclc209326_g4_i1m.1952,A0A2B4RVC2,,,,,,,,,,,,,,,,
lclc209492_g1_i1m.1979,A0A2B4SSL4,,,,,,,,,,,,,,,,
lclc209513_g1_i2m.1987,A0A2B4SBM5,,,,,,,,,,,,,,,,
lclc209565_g1_i2m.1999,A0A2B4S9C0,,,,,,,,,,,,,,,,
lclc209565_g1_i2m.2000,A0A2B4S9C0,,,,,,,,,,,,,,,,
lclc209570_g1_i3m.2003,A0A2B4RK77,,,,,,,,,,,,,,,,
lclc209659_g1_i2m.2021,A0A2B4SLL1,,,,,,,,,,,,,,,,
lclc209696_g5_i6m.2035,A0A2B4R7F4,,,,,,,,,,,,,,,,
lclc209757_g1_i1m.2044,A0A2B4SFF6,,,,,,,,,,,,,,,,
lclc209829_g4_i8m.2051,A0A2B4SLU0,,,,,,,,,,,,,,,,
lclc209846_g4_i1m.2055,A0A2B4RNK4,,,,,,,,,,,,,,,,
lclc209895_g1_i5m.2062,A0A2B4RI87,,,,,,,,,,,,,,,,
lclc209946_g1_i6m.2078,A0A2B4T2N6,,,,,,,,,,,,,,,,
lclc210028_g2_i2m.2098,A0A2B4SQG5,,,,,,,,,,,,,,,,
lclc210031_g1_i2m.2100,A0A2B4S7M3,,,,,,,,,,,,,,,,
lclc210226_g1_i1m.2139,A7SY16,,,,,,,,,,,,,,,,
lclc210228_g3_i1m.2141,A0A2B4T0K2,,,,,,,,,,,,,,,,
lclc210230_g1_i1m.2146,A0A2B4SG37,,,,,,,,,,,,,,,,
lclc210253_g1_i2m.2149,A7RT62,,,,,,,,,,,,,,,,
lclc210313_g1_i1m.2154,A0A2B4RE80,,,,,,,,,,,,,,,,
lclc210315_g2_i1m.2156,E4YHL3,,,,,,,,,,,,,,,,
lclc210331_g2_i2m.2158,A0A2B4SQE7,,,,,,,,,,,,,,,,
lclc210338_g2_i1m.2161,A0A2B4SJ69,,,,,,,,,,,,,,,,
lclc210341_g5_i1m.2162,A7RVE8,,,,,,,,,,,,,,,,
lclc210342_g3_i4m.2163,A0A2B4T1K0,,,,,,,,,,,,,,,,
lclc210398_g1_i3m.2174,A0A2B4T1A4,,,,,,,,,,,,,,,,
lclc210423_g1_i5m.2178,A0A2B4RT79,,,,,,,,,,,,,,,,
lclc210467_g1_i1m.2186,A0A2B4SJ01,,,,,,,,,,,,,,,,
lclc210478_g1_i4m.2192,A0A2B4RQX8,,,,,,,,,,,,,,,,
lclc210539_g3_i4m.2197,A0A2B4RE77,,,,,,,,,,,,,,,,
lclc210579_g1_i2m.2209,A0A2B4SKN0,,,,,,,,,,,,,,,,
lclc210579_g1_i2m.2209,A0A2B4SKN0,,,,,,,,,,,,,,,,
lclc210580_g1_i3m.2210,A0A2B4SVQ3,,,,,,,,,,,,,,,,
lclc210643_g2_i2m.2222,A0A2B4RDC1,,,,,,,,,,,,,,,,
lclc210670_g1_i5m.2233,A0A2B4RXE3,,,,,,,,,,,,,,,,
lclc210724_g2_i1m.2253,A0A2B4RQ22,,,,,,,,,,,,,,,,
lclc210735_g5_i3m.2260,A0A2B4RZU5,,,,,,,,,,,,,,,,
lclc210749_g1_i1m.2273,A0A151Z3M1,,,,,,,,,,,,,,,,
lclc210957_g4_i1m.2306,A0A140TAI1,,,,,,,,,,,,,,,,
lclc210994_g1_i1m.2320,A7S1L7,,,,,,,,,,,,,,,,
lclc211001_g1_i6m.2326,A0A1S3HJI8,,,,,,,,,,,,,,,,
lclc211022_g1_i7m.2328,A0A2B4RDC2,,,,,,,,,,,,,,,,
lclc211238_g1_i1m.2379,A0A2B4SQM2,,,,,,,,,,,,,,,,
lclc211252_g3_i1m.2391,A0A2B4SDJ1,,,,,,,,,,,,,,,,
lclc211278_g7_i1m.2402,A0A2B4T1S6,,,,,,,,,,,,,,,,
lclc211368_g3_i1m.2426,A0A2B4RSF8,,,,,,,,,,,,,,,,
lclc211415_g1_i1m.2432,A0A2B4SAC9,,,,,,,,,,,,,,,,
lclc211563_g8_i2m.2460,A0A2B4S259,,,,,,,,,,,,,,,,
lclc211604_g1_i1m.2470,A0A2B4RV31,,,,,,,,,,,,,,,,
lclc211615_g1_i2m.2471,A0A1A8EU94,,,,,,,,,,,,,,,,
lclc211660_g1_i1m.2486,A7S2B4,,,,,,,,,,,,,,,,
lclc211676_g2_i2m.2489,A0A2B4SD75,,,,,,,,,,,,,,,,
lclc211774_g2_i1m.2538,A0A2B4RLC4,,,,,,,,,,,,,,,,
lclc211861_g1_i1m.2554,A0A2B4RM63,,,,,,,,,,,,,,,,
lclc211914_g5_i4m.2567,A0A2B4RMH5,,,,,,,,,,,,,,,,
lclc211957_g3_i1m.2583,A0A2B4RSP3,,,,,,,,,,,,,,,,
lclc212026_g3_i1m.2608,A0A2B4S3Q6,,,,,,,,,,,,,,,,
lclc212026_g3_i1m.2608,A0A2B4S3Q6,,,,,,,,,,,,,,,,
lclc212027_g3_i5m.2612,A0A2B4SRQ7,,,,,,,,,,,,,,,,
lclc212126_g1_i2m.2626,A0A2B4SLE3,,,,,,,,,,,,,,,,
lclc212237_g2_i1m.2659,I3IZW9,,,,,,,,,,,,,,,,
lclc212237_g2_i1m.2659,I3IZW9,,,,,,,,,,,,,,,,
lclc212602_g3_i5m.2781,A0A2B4S0K5,,,,,,,,,,,,,,,,
lclc212652_g1_i3m.2790,A7S8G2,,,,,,,,,,,,,,,,
lclc212693_g1_i1m.2804,A0A2B4RU11,,,,,,,,,,,,,,,,
lclc212713_g4_i1m.2814,A0A2B4RH34,,,,,,,,,,,,,,,,
lclc212727_g5_i1m.2822,C1KIZ1,,,,,,,,,,,,,,,,
lclc212784_g2_i1m.2837,A7RJJ7,,,,,,,,,,,,,,,,
lclc212802_g1_i2m.2844,A0A2B4S6F3,,,,,,,,,,,,,,,,
lclc212809_g1_i1m.2850,A0A2B4RIU3,,,,,,,,,,,,,,,,
lclc212820_g1_i5m.2858,A0A2B4RTD1,,,,,,,,,,,,,,,,
lclc212821_g1_i2m.2859,A0A2B4RU34,,,,,,,,,,,,,,,,
lclc212826_g3_i1m.2861,A0A2B4S642,,,,,,,,,,,,,,,,
lclc212839_g1_i3m.2877,A7SI51,,,,,,,,,,,,,,,,
lclc212912_g1_i1m.2890,A0A2B4S6G0,,,,,,,,,,,,,,,,
lclc212928_g1_i1m.2894,A0A2B4S915,,,,,,,,,,,,,,,,
lclc212937_g3_i2m.2900,A0A2B4SPU5,,,,,,,,,,,,,,,,
lclc213022_g4_i5m.2921,A0A2B4SRC9,,,,,,,,,,,,,,,,
lclc213072_g1_i1m.2941,A0A2B4SVU8,,,,,,,,,,,,,,,,
lclc213117_g1_i3m.2966,A0A2B4SGT4,,,,,,,,,,,,,,,,
lclc213147_g4_i1m.2980,A0A2B4SCR9,,,,,,,,,,,,,,,,
lclc213160_g2_i5m.2982,A0A2B4RVM0,,,,,,,,,,,,,,,,
lclc213238_g2_i1m.2996,A0A2B4RCL2,,,,,,,,,,,,,,,,
lclc213259_g2_i1m.3003,A0A1L8FXX2,,,,,,,,,,,,,,,,
lclc213262_g2_i4m.3006,A0A2B4SLW7,,,,,,,,,,,,,,,,
lclc213278_g3_i2m.3010,A0A2B4S6K6,,,,,,,,,,,,,,,,
lclc213306_g2_i1m.3016,A7STC7,,,,,,,,,,,,,,,,
lclc213311_g2_i1m.3017,A0A2B4RRY8,,,,,,,,,,,,,,,,
lclc213314_g8_i4m.3021,A0A2B4SR13,,,,,,,,,,,,,,,,
lclc213419_g4_i1m.3080,A7T3E2,,,,,,,,,,,,,,,,
lclc213496_g2_i2m.3108,A0A2B4STG9,,,,,,,,,,,,,,,,
lclc213534_g3_i4m.3118,A0A2B4R5W5,,,,,,,,,,,,,,,,
lclc213551_g6_i1m.3124,A0A2B4S4M9,,,,,,,,,,,,,,,,
lclc213630_g2_i1m.3155,A0A2B4SMQ0,,,,,,,,,,,,,,,,
lclc213677_g1_i2m.3166,A0A2B4SLD2,,,,,,,,,,,,,,,,
lclc213677_g1_i4m.3168,A0A2B4SLD2,,,,,,,,,,,,,,,,
lclc213826_g1_i1m.3216,A0A2B4T0L4,,,,,,,,,,,,,,,,
lclc213826_g1_i1m.3216,A0A2B4T0L4,,,,,,,,,,,,,,,,
lclc213837_g2_i3m.3220,A0A2B4RIQ6,,,,,,,,,,,,,,,,
lclc213850_g3_i2m.3229,A0A2B4SEW0,,,,,,,,,,,,,,,,
lclc213850_g4_i1m.3231,A0A2B4S1Y1,,,,,,,,,,,,,,,,
lclc213886_g7_i2m.3271,A0A2B4RJY5,,,,,,,,,,,,,,,,
lclc213886_g7_i2m.3271,A0A2B4RJY5,,,,,,,,,,,,,,,,
lclc213888_g2_i1m.3274,A0A2B4SRB2,,,,,,,,,,,,,,,,
lclc213946_g11_i4m.3301,A0A2B4SLK6,,,,,,,,,,,,,,,,
lclc214032_g1_i4m.3331,A7RJ25,,,,,,,,,,,,,,,,
lclc214067_g1_i1m.3351,A7SLW2,,,,,,,,,,,,,,,,
lclc214108_g4_i4m.3369,A7SNG9,,,,,,,,,,,,,,,,
lclc214118_g1_i2m.3372,A0A2B4R8Q5,,,,,,,,,,,,,,,,
lclc214162_g1_i3m.3378,A0A2B4RAS7,,,,,,,,,,,,,,,,
lclc214164_g1_i8m.3381,A0A2B4SX82,,,,,,,,,,,,,,,,
lclc214189_g1_i1m.3388,A0A2B4S5E4,,,,,,,,,,,,,,,,
lclc214197_g1_i3m.3391,A0A2B4RLR0,,,,,,,,,,,,,,,,
lclc214211_g3_i3m.3396,A0A2B4SIF9,,,,,,,,,,,,,,,,
lclc214211_g3_i3m.3396,A0A2B4SIF9,,,,,,,,,,,,,,,,
lclc214211_g3_i3m.3396,A0A2B4SIF9,,,,,,,,,,,,,,,,
lclc214228_g4_i5m.3407,A0A2B4RQC7,,,,,,,,,,,,,,,,
lclc214229_g1_i1m.3410,A0A2B4SN09,,,,,,,,,,,,,,,,
lclc214242_g1_i2m.3413,A0A2B4S9U9,,,,,,,,,,,,,,,,
lclc214242_g1_i3m.3415,A0A2B4S9U9,,,,,,,,,,,,,,,,
lclc214244_g2_i4m.3420,A0A2B4SD92,,,,,,,,,,,,,,,,
lclc214244_g2_i4m.3420,A0A2B4SD92,,,,,,,,,,,,,,,,
lclc214244_g2_i4m.3420,A0A2B4SD92,,,,,,,,,,,,,,,,
lclc214244_g2_i4m.3420,A0A2B4SD92,,,,,,,,,,,,,,,,
lclc214244_g2_i4m.3420,A0A2B4SD92,,,,,,,,,,,,,,,,
lclc214308_g1_i1m.3445,A0A2H5UES3,,,,,,,,,,,,,,,,
lclc214356_g7_i5m.3463,A7SQQ7,,,,,,,,,,,,,,,,
lclc214397_g6_i4m.3476,A0A2B4RCM6,,,,,,,,,,,,,,,,
lclc214418_g2_i7m.3489,A0A2B4S7D0,,,,,,,,,,,,,,,,
lclc214499_g2_i2m.3512,A0A2B4SHY5,,,,,,,,,,,,,,,,
lclc214530_g4_i1m.3518,A0A2B4SQ91,,,,,,,,,,,,,,,,
lclc214539_g3_i1m.3522,A0A2B4SMJ4,,,,,,,,,,,,,,,,
lclc214556_g2_i3m.3526,A0A2B4S5V9,,,,,,,,,,,,,,,,
lclc214559_g9_i1m.3528,A0A2B4SV05,,,,,,,,,,,,,,,,
lclc214573_g3_i1m.3534,A0A2B4RU93,,,,,,,,,,,,,,,,
lclc214584_g4_i1m.3540,A0A2B4SC57,,,,,,,,,,,,,,,,
lclc214602_g8_i1m.3549,A0A2B4RJ04,,,,,,,,,,,,,,,,
lclc214652_g1_i3m.3567,A0A2B4RQG9,,,,,,,,,,,,,,,,
lclc214653_g2_i1m.3571,A0A2B4SBD8,,,,,,,,,,,,,,,,
lclc214656_g8_i1m.3574,A7STG9,,,,,,,,,,,,,,,,
lclc214667_g2_i8m.3577,A0A2B4RNV7,,,,,,,,,,,,,,,,
lclc214678_g2_i3m.3583,C3ZUM2,,,,,,,,,,,,,,,,
lclc214691_g1_i1m.3614,A0A2B4SD12,,,,,,,,,,,,,,,,
lclc214737_g6_i1m.3641,A0A2B4SHR3,,,,,,,,,,,,,,,,
lclc214766_g5_i2m.3659,W4YTR2,,,,,,,,,,,,,,,,
lclc214775_g8_i5m.3661,A7SK00,,,,,,,,,,,,,,,,
lclc214827_g5_i1m.3692,A0A2B4SV32,,,,,,,,,,,,,,,,
lclc214830_g3_i4m.3696,A0A2B4RNX7,,,,,,,,,,,,,,,,
lclc214832_g3_i2m.3697,A0A2B4R9X0,,,,,,,,,,,,,,,,
lclc214891_g1_i1m.3715,E9QEZ3,,,,,,,,,,,,,,,,
lclc214909_g5_i11m.3724,A0A2B4RP27,,,,,,,,,,,,,,,,
lclc214915_g6_i2m.3733,A0A2B4SZA5,,,,,,,,,,,,,,,,
lclc214925_g1_i1m.3737,A0A2B4RCT8,,,,,,,,,,,,,,,,
lclc214975_g3_i2m.3761,A0A2B4S0P8,,,,,,,,,,,,,,,,
lclc215093_g1_i2m.3818,A0A2B4RVD0,,,,,,,,,,,,,,,,
lclc215124_g2_i2m.3835,A0A2B4SKZ9,,,,,,,,,,,,,,,,
lclc215142_g2_i1m.3845,A0A2B4RS66,,,,,,,,,,,,,,,,
lclc215182_g4_i2m.3866,A0A2B4SI44,,,,,,,,,,,,,,,,
lclc215224_g2_i3m.3895,A0A2B4SRP2,,,,,,,,,,,,,,,,
lclc215279_g2_i6m.3910,A0A2B4S2N8,,,,,,,,,,,,,,,,
lclc215282_g4_i10m.3912,A0A2B4RT11,,,,,,,,,,,,,,,,
lclc215313_g3_i2m.3930,A0A2B4RRS7,,,,,,,,,,,,,,,,
lclc215316_g1_i1m.3942,C3XW30,,,,,,,,,,,,,,,,
lclc215321_g8_i1m.3945,A0A2B4ST64,,,,,,,,,,,,,,,,
lclc215321_g8_i1m.3945,A0A2B4ST64,,,,,,,,,,,,,,,,
lclc215321_g8_i1m.3945,A0A2B4ST64,,,,,,,,,,,,,,,,
lclc215376_g4_i2m.3990,A7SH05,,,,,,,,,,,,,,,,
lclc215384_g1_i4m.3995,A0A2B4SQG2,,,,,,,,,,,,,,,,
lclc215388_g4_i3m.4003,A0A2B4SGQ0,,,,,,,,,,,,,,,,
lclc215397_g1_i1m.4004,A7RFJ1,,,,,,,,,,,,,,,,
lclc215423_g1_i1m.4014,A0A2B4S782,,,,,,,,,,,,,,,,
lclc215430_g1_i6m.4026,A0A2B4SCR2,,,,,,,,,,,,,,,,
lclc215450_g1_i1m.4033,A0A2B4T0L1,,,,,,,,,,,,,,,,
lclc215455_g1_i1m.4036,A0A2B4SWM8,,,,,,,,,,,,,,,,
lclc215456_g2_i2m.4039,A0A2B4RJE9,,,,,,,,,,,,,,,,
lclc215465_g1_i1m.4044,A0A2B4SIB9,,,,,,,,,,,,,,,,
lclc215479_g1_i2m.4053,A0A2B4S7W4,,,,,,,,,,,,,,,,
lclc215492_g2_i9m.4058,A0A2B4SEM4,,,,,,,,,,,,,,,,
lclc215492_g2_i9m.4058,A0A2B4SEM4,,,,,,,,,,,,,,,,
lclc215492_g2_i9m.4058,A0A2B4SEM4,,,,,,,,,,,,,,,,
lclc215492_g2_i9m.4058,A0A2B4SEM4,,,,,,,,,,,,,,,,
lclc215492_g2_i9m.4058,A0A2B4SEM4,,,,,,,,,,,,,,,,
lclc215540_g1_i1m.4079,A0A2B4SDE9,,,,,,,,,,,,,,,,
lclc215551_g6_i1m.4083,A0A2B4S0N6,,,,,,,,,,,,,,,,
lclc215553_g1_i10m.4084,A0A2B4S014,,,,,,,,,,,,,,,,
lclc215563_g3_i2m.4103,A0A2B4SRA9,,,,,,,,,,,,,,,,
lclc215616_g6_i2m.4120,A0A2B4RZR2,,,,,,,,,,,,,,,,
lclc215622_g1_i2m.4124,A0A2B4SIC5,,,,,,,,,,,,,,,,
lclc215632_g4_i4m.4127,A0A2B4S987,,,,,,,,,,,,,,,,
lclc215636_g1_i1m.4133,A0A2B4RW87,,,,,,,,,,,,,,,,
lclc215662_g1_i2m.4137,A0A2B4SFS9,,,,,,,,,,,,,,,,
lclc215676_g2_i1m.4150,T1G327,,,,,,,,,,,,,,,,
lclc215720_g4_i1m.4168,A0A2B4SG15,,,,,,,,,,,,,,,,
lclc215761_g1_i1m.4176,A0A2B4RTM6,,,,,,,,,,,,,,,,
lclc215763_g2_i3m.4184,A7RLY5,,,,,,,,,,,,,,,,
lclc215819_g3_i2m.4218,A0A2B4SXI3,,,,,,,,,,,,,,,,
lclc215838_g2_i1m.4235,A0A2B4RQ41,,,,,,,,,,,,,,,,
lclc215848_g2_i7m.4237,A0A2B4SIT9,,,,,,,,,,,,,,,,
lclc215877_g1_i1m.4252,A0A2B4SN87,,,,,,,,,,,,,,,,
lclc215881_g2_i2m.4262,A0A2B4SEX2,,,,,,,,,,,,,,,,
lclc215894_g1_i3m.4266,A0A2B4S1F9,,,,,,,,,,,,,,,,
lclc215921_g1_i1m.4282,A0A2G8JSB5,,,,,,,,,,,,,,,,
lclc215924_g3_i1m.4285,A8C9K3,,,,,,,,,,,,,,,,
lclc215928_g3_i1m.4293,A0A2B4SKM5,,,,,,,,,,,,,,,,
lclc215933_g1_i1m.4300,A0A2B4RAN1,,,,,,,,,,,,,,,,
lclc215957_g2_i1m.4319,A0A2B4S6E3,,,,,,,,,,,,,,,,
lclc215957_g2_i7m.4321,A0A2B4S6E3,,,,,,,,,,,,,,,,
lclc215963_g8_i2m.4326,A0A2B4SCA4,,,,,,,,,,,,,,,,
lclc215996_g2_i2m.4340,B7T139,,,,,,,,,,,,,,,,
lclc216038_g5_i1m.4365,W4YAZ7,,,,,,,,,,,,,,,,
lclc216057_g3_i1m.4371,A0A2B4RWH5,,,,,,,,,,,,,,,,
lclc216072_g1_i1m.4377,A0A2B4SGR2,,,,,,,,,,,,,,,,
lclc216124_g1_i2m.4405,A0A2B4SRX0,,,,,,,,,,,,,,,,
lclc216129_g1_i2m.4409,T1IZY4,,,,,,,,,,,,,,,,
lclc216163_g1_i3m.4416,A0A2B4RU88,,,,,,,,,,,,,,,,
lclc216188_g2_i2m.4423,A7SP62,,,,,,,,,,,,,,,,
lclc216194_g2_i1m.4425,A7SQ60,,,,,,,,,,,,,,,,
lclc216201_g2_i1m.4428,A0A210R560,,,,,,,,,,,,,,,,
lclc216243_g3_i1m.4453,A0A2B4S7R8,,,,,,,,,,,,,,,,
lclc216289_g7_i1m.4487,A0A2B4SDQ6,,,,,,,,,,,,,,,,
lclc216296_g4_i3m.4495,A0A2B4RFR7,,,,,,,,,,,,,,,,
lclc216330_g2_i4m.4540,A0A2B4SQJ7,,,,,,,,,,,,,,,,
lclc216377_g1_i3m.4559,A0A2B4RCF5,,,,,,,,,,,,,,,,
lclc216448_g1_i1m.4592,A0A2B4SAD2,,,,,,,,,,,,,,,,
lclc216467_g8_i1m.4596,A0A2B4RIX6,,,,,,,,,,,,,,,,
lclc216467_g8_i2m.4597,A0A2B4RIX6,,,,,,,,,,,,,,,,
lclc216467_g8_i2m.4597,A0A2B4RIX6,,,,,,,,,,,,,,,,
lclc216498_g3_i8m.4614,A7RLW5,,,,,,,,,,,,,,,,
lclc216500_g6_i5m.4616,A0A2B4SB28,,,,,,,,,,,,,,,,
lclc216507_g8_i1m.4623,A0A2B4SHP4,,,,,,,,,,,,,,,,
lclc216527_g1_i2m.4625,A0A2B4RFV5,,,,,,,,,,,,,,,,
lclc216539_g3_i3m.4633,A0A2B4SY05,,,,,,,,,,,,,,,,
